video_path,source_dataset,source_video_id,original_split,label
..\data\raw\rwf2000\train\Train_NonFight\MwZvUQRO_0.avi,RWF-2000,MwZvUQRO_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\mx0UXBFc_0.avi,RWF-2000,mx0UXBFc_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\mX4cQM1xMFc_0.avi,RWF-2000,mX4cQM1xMFc_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\MX77f2TD_0.avi,RWF-2000,MX77f2TD_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\N1Q9v-saJ_g_0.avi,RWF-2000,N1Q9v-saJ_g_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\ndNHBJbS_0.avi,RWF-2000,ndNHBJbS_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\NEUya2Rr_0.avi,RWF-2000,NEUya2Rr_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\niXRLeON_0.avi,RWF-2000,niXRLeON_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\nj9Rc3lY_0.avi,RWF-2000,nj9Rc3lY_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\NmNKzttk_0.avi,RWF-2000,NmNKzttk_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\NPeKBgURcxI_0.avi,RWF-2000,NPeKBgURcxI_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\NPeKBgURcxI_1.avi,RWF-2000,NPeKBgURcxI_1,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\NPeKBgURcxI_2.avi,RWF-2000,NPeKBgURcxI_2,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\NSdXEN1l_0.avi,RWF-2000,NSdXEN1l_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\NvYo6CS_i_A_0.avi,RWF-2000,NvYo6CS_i_A_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\NvYo6CS_i_A_1.avi,RWF-2000,NvYo6CS_i_A_1,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\NxtwlqSnLbY_0.avi,RWF-2000,NxtwlqSnLbY_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\NxtwlqSnLbY_1.avi,RWF-2000,NxtwlqSnLbY_1,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\o8sEvktx_0.avi,RWF-2000,o8sEvktx_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\oAeudqZD_0.avi,RWF-2000,oAeudqZD_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\OAFsSiyX_0.avi,RWF-2000,OAFsSiyX_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\OAfV0xPIhZw_0.avi,RWF-2000,OAfV0xPIhZw_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\OAfV0xPIhZw_1.avi,RWF-2000,OAfV0xPIhZw_1,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\OakN3f1N_0.avi,RWF-2000,OakN3f1N_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\oByKgGBL_0.avi,RWF-2000,oByKgGBL_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\OCseFRss_0.avi,RWF-2000,OCseFRss_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\oDGm-DOOyI4_0.avi,RWF-2000,oDGm-DOOyI4_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\oDGm-DOOyI4_1.avi,RWF-2000,oDGm-DOOyI4_1,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\oDGm-DOOyI4_2.avi,RWF-2000,oDGm-DOOyI4_2,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\oDWNiATJ_0.avi,RWF-2000,oDWNiATJ_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\OdxnpEnn_0.avi,RWF-2000,OdxnpEnn_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\OFwYyouR_0.avi,RWF-2000,OFwYyouR_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\oG3Qxvq0_0.avi,RWF-2000,oG3Qxvq0_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\oIEZ45OCmAw_0.avi,RWF-2000,oIEZ45OCmAw_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\okA8k7rF_0.avi,RWF-2000,okA8k7rF_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\oLs9ckoV_0.avi,RWF-2000,oLs9ckoV_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\oMZpqizQ_0.avi,RWF-2000,oMZpqizQ_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\on2HIPgB_0.avi,RWF-2000,on2HIPgB_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\OTVE3eLAuUM_0.avi,RWF-2000,OTVE3eLAuUM_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\OTVE3eLAuUM_1.avi,RWF-2000,OTVE3eLAuUM_1,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\OTVE3eLAuUM_2.avi,RWF-2000,OTVE3eLAuUM_2,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\OU7AM5fv_0.avi,RWF-2000,OU7AM5fv_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\oUqxGhTe_0.avi,RWF-2000,oUqxGhTe_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\oVMhWJIpHnc_0.avi,RWF-2000,oVMhWJIpHnc_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\oVMhWJIpHnc_1.avi,RWF-2000,oVMhWJIpHnc_1,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\oVMhWJIpHnc_2.avi,RWF-2000,oVMhWJIpHnc_2,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\oW8ySS0rN4Y_0.avi,RWF-2000,oW8ySS0rN4Y_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\oYFVr2kK_0.avi,RWF-2000,oYFVr2kK_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\OznqyUJq_0.avi,RWF-2000,OznqyUJq_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\p19HiyCX7EQ_0.avi,RWF-2000,p19HiyCX7EQ_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\P8jyDT3M_0.avi,RWF-2000,P8jyDT3M_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\p9d6QmKh_0.avi,RWF-2000,p9d6QmKh_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\Pe1uIhp4dAQ_0.avi,RWF-2000,Pe1uIhp4dAQ_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\Pe1uIhp4dAQ_1.avi,RWF-2000,Pe1uIhp4dAQ_1,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\PFw7SeFOD04_0.avi,RWF-2000,PFw7SeFOD04_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\PFw7SeFOD04_1.avi,RWF-2000,PFw7SeFOD04_1,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\pHiqIppg_0.avi,RWF-2000,pHiqIppg_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\pinuwjwm_0.avi,RWF-2000,pinuwjwm_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\PJDdPv2b9-s_0.avi,RWF-2000,PJDdPv2b9-s_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\PJDdPv2b9-s_1.avi,RWF-2000,PJDdPv2b9-s_1,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\pKOUG5AqLpY_0.avi,RWF-2000,pKOUG5AqLpY_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\pKOUG5AqLpY_1.avi,RWF-2000,pKOUG5AqLpY_1,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\pLb6Zimq_0.avi,RWF-2000,pLb6Zimq_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\PNoO9WGJ_0.avi,RWF-2000,PNoO9WGJ_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\PqB7UvdW_0.avi,RWF-2000,PqB7UvdW_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\pqvGKGz7_0.avi,RWF-2000,pqvGKGz7_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\pr8yRPMO_0.avi,RWF-2000,pr8yRPMO_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\PTy2vx8Ejas_0.avi,RWF-2000,PTy2vx8Ejas_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\pU9BTy7h_0.avi,RWF-2000,pU9BTy7h_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\PxhG17WC_0.avi,RWF-2000,PxhG17WC_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\q2yEYFD5_0.avi,RWF-2000,q2yEYFD5_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\q78eIX56_0.avi,RWF-2000,q78eIX56_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\Q876qiBJYfA_0.avi,RWF-2000,Q876qiBJYfA_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\Q876qiBJYfA_1.avi,RWF-2000,Q876qiBJYfA_1,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\Q876qiBJYfA_2.avi,RWF-2000,Q876qiBJYfA_2,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\QCgEbCBH_0.avi,RWF-2000,QCgEbCBH_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\qEeRHumV_0.avi,RWF-2000,qEeRHumV_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\qIRZ4SMf_0.avi,RWF-2000,qIRZ4SMf_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\qmvilMkD57M_0.avi,RWF-2000,qmvilMkD57M_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\qmvilMkD57M_1.avi,RWF-2000,qmvilMkD57M_1,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\qnpure5G_0.avi,RWF-2000,qnpure5G_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\Qqfn1urQ_0.avi,RWF-2000,Qqfn1urQ_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\qrBAhb8K_0.avi,RWF-2000,qrBAhb8K_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\qrWTk-2a13o_0.avi,RWF-2000,qrWTk-2a13o_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\qrWTk-2a13o_1.avi,RWF-2000,qrWTk-2a13o_1,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\qrWTk-2a13o_2.avi,RWF-2000,qrWTk-2a13o_2,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\QUGT4a6qcJs_0.avi,RWF-2000,QUGT4a6qcJs_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\QzNWGaQi_0.avi,RWF-2000,QzNWGaQi_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\R1A_AxUKosk_0.avi,RWF-2000,R1A_AxUKosk_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\R1A_AxUKosk_1.avi,RWF-2000,R1A_AxUKosk_1,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\R2x2rOWh_0.avi,RWF-2000,R2x2rOWh_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\r8PX3ZJ1_II_0.avi,RWF-2000,r8PX3ZJ1_II_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\rbByyS4o_0.avi,RWF-2000,rbByyS4o_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\RbpXgk5M1S0_0.avi,RWF-2000,RbpXgk5M1S0_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\RbpXgk5M1S0_1.avi,RWF-2000,RbpXgk5M1S0_1,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\RbpXgk5M1S0_2.avi,RWF-2000,RbpXgk5M1S0_2,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\RFAA8QO7_0.avi,RWF-2000,RFAA8QO7_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\RfFGwwhG_0.avi,RWF-2000,RfFGwwhG_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\RfqBhe5z_0.avi,RWF-2000,RfqBhe5z_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\RFUr2krY_0.avi,RWF-2000,RFUr2krY_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\RGIpCpdlzI8_0.avi,RWF-2000,RGIpCpdlzI8_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\RGIpCpdlzI8_1.avi,RWF-2000,RGIpCpdlzI8_1,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\Ri_poPbOu-k_0.avi,RWF-2000,Ri_poPbOu-k_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\Ri_poPbOu-k_1.avi,RWF-2000,Ri_poPbOu-k_1,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\Ri_poPbOu-k_2.avi,RWF-2000,Ri_poPbOu-k_2,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\rjHXmq47_0.avi,RWF-2000,rjHXmq47_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\RNOSWjgC_0.avi,RWF-2000,RNOSWjgC_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\rp9hJAQE_0.avi,RWF-2000,rp9hJAQE_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\RPESrVE2_0.avi,RWF-2000,RPESrVE2_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\RQbYptdw_0.avi,RWF-2000,RQbYptdw_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\RR23nrP0_0.avi,RWF-2000,RR23nrP0_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\rRbZUKgk_0.avi,RWF-2000,rRbZUKgk_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\rSGIFH7n_0.avi,RWF-2000,rSGIFH7n_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\rSumd9HEmrA_0.avi,RWF-2000,rSumd9HEmrA_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\RUwo8c4s_0.avi,RWF-2000,RUwo8c4s_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\RVV3lolZ_0.avi,RWF-2000,RVV3lolZ_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\rYE6iUUF_0.avi,RWF-2000,rYE6iUUF_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\s-jW4cyavW0_0.avi,RWF-2000,s-jW4cyavW0_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\s-jW4cyavW0_1.avi,RWF-2000,s-jW4cyavW0_1,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\s2S2nIWk_0.avi,RWF-2000,s2S2nIWk_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\S5dmvVF4_0.avi,RWF-2000,S5dmvVF4_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\s83GiLts_0.avi,RWF-2000,s83GiLts_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\SaIUKN4N_0.avi,RWF-2000,SaIUKN4N_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\SCnBiAteLVI_0.avi,RWF-2000,SCnBiAteLVI_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\SCnBiAteLVI_1.avi,RWF-2000,SCnBiAteLVI_1,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\SCnBiAteLVI_2.avi,RWF-2000,SCnBiAteLVI_2,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\sHa6YZW9_0.avi,RWF-2000,sHa6YZW9_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\sIbVwIO0_0.avi,RWF-2000,sIbVwIO0_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\SJ9WphBI_0.avi,RWF-2000,SJ9WphBI_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\skycjZcE_0.avi,RWF-2000,skycjZcE_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\sLOqgf6N_0.avi,RWF-2000,sLOqgf6N_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\snhUvpXC_0.avi,RWF-2000,snhUvpXC_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\sPd5Wmkc_0.avi,RWF-2000,sPd5Wmkc_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\sq03O3JL_0.avi,RWF-2000,sq03O3JL_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\Suv_mMs8J9g_0.avi,RWF-2000,Suv_mMs8J9g_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\SVdz24hD_0.avi,RWF-2000,SVdz24hD_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\Swr7caI0_0.avi,RWF-2000,Swr7caI0_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\sy7BoRGE_0.avi,RWF-2000,sy7BoRGE_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\sYGIUeBX_0.avi,RWF-2000,sYGIUeBX_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\TfDHgxDm_0.avi,RWF-2000,TfDHgxDm_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\tgkbh2d9_0.avi,RWF-2000,tgkbh2d9_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\THqDidIr4Xs_0.avi,RWF-2000,THqDidIr4Xs_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\THqDidIr4Xs_1.avi,RWF-2000,THqDidIr4Xs_1,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\tIHY2ZFQ_0.avi,RWF-2000,tIHY2ZFQ_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\tILABXoHE7s_0.avi,RWF-2000,tILABXoHE7s_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\tILABXoHE7s_1.avi,RWF-2000,tILABXoHE7s_1,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\tILABXoHE7s_2.avi,RWF-2000,tILABXoHE7s_2,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\tIvvuvuJFYc_0.avi,RWF-2000,tIvvuvuJFYc_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\TJfoIe801t8_0.avi,RWF-2000,TJfoIe801t8_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\tmm7AxKl_0.avi,RWF-2000,tmm7AxKl_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\tPpXT9VI_0.avi,RWF-2000,tPpXT9VI_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\TSHiCcMS_0.avi,RWF-2000,TSHiCcMS_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\TuWan04E3gQ_0.avi,RWF-2000,TuWan04E3gQ_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\TuWan04E3gQ_1.avi,RWF-2000,TuWan04E3gQ_1,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\TX2ePcRo_0.avi,RWF-2000,TX2ePcRo_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\tXk2yvmq_0.avi,RWF-2000,tXk2yvmq_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\TYsebroPeGY_0.avi,RWF-2000,TYsebroPeGY_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\TYsebroPeGY_1.avi,RWF-2000,TYsebroPeGY_1,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\TYX5vuHO_0.avi,RWF-2000,TYX5vuHO_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\tzdvtHL7Akk_0.avi,RWF-2000,tzdvtHL7Akk_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\tzdvtHL7Akk_1.avi,RWF-2000,tzdvtHL7Akk_1,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\Tzn3HwZD_0.avi,RWF-2000,Tzn3HwZD_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\U1Z1bVRt_0.avi,RWF-2000,U1Z1bVRt_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\uAKRFGFR_0.avi,RWF-2000,uAKRFGFR_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\UArjSm2Y_0.avi,RWF-2000,UArjSm2Y_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\uEzFjs3X_0.avi,RWF-2000,uEzFjs3X_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\UFA7LVk0_0.avi,RWF-2000,UFA7LVk0_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\ug2tQMG8DC0_0.avi,RWF-2000,ug2tQMG8DC0_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\uhTalZ00_0.avi,RWF-2000,uhTalZ00_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\UIAGmwT1_0.avi,RWF-2000,UIAGmwT1_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\UIsigi4O-sI_0.avi,RWF-2000,UIsigi4O-sI_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\UIsigi4O-sI_1.avi,RWF-2000,UIsigi4O-sI_1,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\uLGOlxvv_0.avi,RWF-2000,uLGOlxvv_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\ULiIpQ6s_0.avi,RWF-2000,ULiIpQ6s_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\umOs1WLBkuo_0.avi,RWF-2000,umOs1WLBkuo_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\umOs1WLBkuo_1.avi,RWF-2000,umOs1WLBkuo_1,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\umOs1WLBkuo_2.avi,RWF-2000,umOs1WLBkuo_2,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\uNtsEcFR_0.avi,RWF-2000,uNtsEcFR_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\UQ42UqFJ_0.avi,RWF-2000,UQ42UqFJ_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\uu3SB2L1_0.avi,RWF-2000,uu3SB2L1_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\UuMYxOYm_0.avi,RWF-2000,UuMYxOYm_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\UvLAudRA91Y_0.avi,RWF-2000,UvLAudRA91Y_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\UvLAudRA91Y_1.avi,RWF-2000,UvLAudRA91Y_1,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\UvLAudRA91Y_2.avi,RWF-2000,UvLAudRA91Y_2,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\uWH7kvNG_0.avi,RWF-2000,uWH7kvNG_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\UWmcbEyn_0.avi,RWF-2000,UWmcbEyn_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\uWQG2hQT_0.avi,RWF-2000,uWQG2hQT_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\uXf4C-YwbtM_0.avi,RWF-2000,uXf4C-YwbtM_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\uXf4C-YwbtM_1.avi,RWF-2000,uXf4C-YwbtM_1,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\uyeWsodv_0.avi,RWF-2000,uyeWsodv_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\uz4dXoN5_0.avi,RWF-2000,uz4dXoN5_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\v0wUQPs4_0.avi,RWF-2000,v0wUQPs4_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\V3EI1n_7JwU_0.avi,RWF-2000,V3EI1n_7JwU_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\V726w0IKCp4_0.avi,RWF-2000,V726w0IKCp4_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\V89iCOJ1_0.avi,RWF-2000,V89iCOJ1_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\v8cACThQ_0.avi,RWF-2000,v8cACThQ_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\vBwKQfJYG1Q_0.avi,RWF-2000,vBwKQfJYG1Q_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\vBwKQfJYG1Q_1.avi,RWF-2000,vBwKQfJYG1Q_1,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\VbwTMJroTbI_0.avi,RWF-2000,VbwTMJroTbI_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\VbwTMJroTbI_1.avi,RWF-2000,VbwTMJroTbI_1,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\vCO6CZNt_0.avi,RWF-2000,vCO6CZNt_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\Vd27cYFthms_0.avi,RWF-2000,Vd27cYFthms_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\vGCZpdPR_0.avi,RWF-2000,vGCZpdPR_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\vJDAaUzYOi8_0.avi,RWF-2000,vJDAaUzYOi8_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\vJDAaUzYOi8_1.avi,RWF-2000,vJDAaUzYOi8_1,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\VjDGXzWt_0.avi,RWF-2000,VjDGXzWt_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\VnDOPZls_0.avi,RWF-2000,VnDOPZls_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\vnUS5WN7_0.avi,RWF-2000,vnUS5WN7_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\VpnCjE1l_0.avi,RWF-2000,VpnCjE1l_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\vQKHxtrdEHM_0.avi,RWF-2000,vQKHxtrdEHM_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\vQKHxtrdEHM_1.avi,RWF-2000,vQKHxtrdEHM_1,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\vu6lIsQm_0.avi,RWF-2000,vu6lIsQm_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\vwQvNOlX_0.avi,RWF-2000,vwQvNOlX_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\VXLdrn0b_0.avi,RWF-2000,VXLdrn0b_0,train,nonviolence
..\data\raw\rwf2000\train\Train_NonFight\vXvv1gqd_0.avi,RWF-2000,vXvv1gqd_0,train,nonviolence
